1.020474 -0.900441 0.286114
0.718904 -1.372612 0.502224
0.405887 -0.249615 0.715510
1.583119 -0.525735 -0.026328
1.023201 -1.064621 0.917700
1.781608 -0.513791 0.711646
0.772993 -0.312376 1.898076
0.967717 0.413237 1.277477
0.331285 -0.096214 0.934946
1.638347 -0.304371 0.442403
0.051532 0.098556 0.438508
2.005427 -0.792753 0.205437
-0.032163 -0.568311 0.399190
1.189718 -0.401869 -0.216730
0.606894 0.067368 0.258865
0.742198 0.121012 -0.143381
0.630078 -0.272569 0.940253
0.839782 0.212880 -0.117613
1.360803 -0.987347 1.665744
0.160307 0.285478 0.027153
1.248410 -1.964832 1.066863
0.763513 0.367000 0.167087
1.679737 -2.667925 0.190864
-0.152914 -0.026792 -0.298600
0.839864 -2.402760 0.812505
-0.225042 -0.277381 0.060300
0.864182 -1.693142 1.364066
-0.149918 0.325892 -0.737192
0.345385 -1.111749 0.833595
0.229375 1.104705 -1.220343
0.832827 -0.684064 0.938109
0.798483 2.097787 -0.498512
0.498468 -0.254809 1.432530
0.529262 1.300095 -1.306544
-0.104957 -0.018402 0.709408
1.020396 1.803567 -1.450838
0.770456 -0.953903 -0.242968
0.439240 2.312510 -1.647831
0.378969 -0.663879 0.192840
1.063762 2.653645 -2.190140
0.750588 -0.872584 0.481860
0.614476 3.498684 -1.618638
-0.033835 -0.658520 0.258431
1.457429 3.010884 -2.066069
-0.006553 -0.128458 1.012579
2.421735 2.097344 -1.936090
0.906058 0.117015 0.679245
2.067124 2.156611 -1.841760
1.291743 0.330372 0.561457
2.410413 1.812246 -1.586685
0.326951 1.068236 -0.151225
2.355317 1.807043 -1.026099
0.060231 0.306929 0.548469
2.121251 1.857326 -1.919477
1.054155 1.183532 -0.380029
2.845897 0.986406 -1.476591
0.263680 1.673062 -0.840121
2.083136 1.273009 -0.531648
-0.080562 1.994470 -0.935012
1.249377 0.285458 -0.315188
-0.043472 1.368719 0.054098
1.231689 0.994177 -0.873389
0.284031 1.713644 -0.778387
1.642667 0.306390 -0.499776
0.091211 0.981986 -1.757530
1.189049 0.346269 -0.253215
0.979858 0.480619 -2.237781
1.609005 0.540723 -0.060251
0.088165 -0.207352 -2.971566
0.884172 0.285808 -0.432647
0.933250 -0.865971 -2.372576
0.121306 0.789016 -1.003488
0.649097 -0.631251 -1.436123
1.077057 0.102443 -0.238396
1.553147 -0.260538 -0.862515
1.712358 -0.402583 -0.213670
1.910511 -0.035252 -0.474639
0.745307 0.370065 -0.318217
2.796187 -0.476806 0.314364
1.514651 0.734314 -0.391456
2.356441 -1.298262 0.105859
1.165612 0.446529 -1.190583
2.274318 -1.534839 -0.036801
1.482593 -0.057771 -0.965096
2.436612 -1.859393 -0.819506
0.559884 -0.021568 -0.496575
1.519262 -1.771529 -0.094581
0.371277 0.059982 0.114460
2.133029 -2.174178 0.586947
0.816960 0.645200 -0.128586
1.753347 -1.504962 0.106150
0.058823 0.633969 -0.875435
1.460398 -1.093985 -0.598369
-0.795356 0.451438 -0.675998
1.397328 -1.106226 -0.341416
-0.178228 0.519628 -0.608710
0.683981 -0.323541 0.250722
-0.107527 0.793508 -1.504609
0.593592 0.507647 0.022049
0.583648 1.373528 -1.117422
1.111096 0.184178 -0.525982
-0.183390 1.761124 -0.789232
1.458040 -0.715081 -0.360835
-0.561838 1.196124 -0.741371
1.554702 -0.123979 0.289416
0.221700 2.104132 0.146797
2.141715 -0.194868 0.848925
-0.123786 1.523217 0.714996
1.466350 -1.051197 0.535302
0.827513 2.019387 -0.157881
0.607223 -0.405509 0.612532
0.821628 1.099879 -0.330510
1.009967 0.510059 0.557125
1.592089 0.240746 0.217599
0.297047 0.467803 0.362677
1.510072 -0.217429 -0.330386
0.322601 -0.049720 0.353056
1.809840 -0.012903 -0.867596
0.880702 -0.041673 -0.396350
2.547244 -0.464738 -0.853725
