0.041414 0.043237 0.688075
-1.527125 -0.394802 0.557956
-0.027363 0.106443 0.995477
-1.012328 -0.195143 0.227454
0.755379 -0.344613 0.086930
-0.965388 0.722186 -0.223992
0.553589 0.165990 -0.208430
-1.085753 -0.247249 0.478350
0.028435 -0.091151 0.024454
-1.009066 0.632964 0.226096
0.505171 0.413204 0.722212
-1.788290 0.208108 -0.327888
0.912626 0.504127 0.859026
-2.354317 0.987477 0.518760
1.344850 0.900229 0.154633
-3.079583 1.451001 0.966730
1.329825 0.375374 0.904647
-3.600601 0.700722 1.028345
1.400466 -0.371493 0.324267
-4.046431 1.635139 1.789421
2.104826 -0.195137 0.326434
-3.629278 0.720971 1.360313
2.086433 0.684119 -0.020092
-3.679009 0.895296 1.241686
2.786129 0.468194 0.934784
-3.079250 1.040226 1.072746
2.503709 -0.156414 1.145458
-2.289259 0.420256 1.238549
3.166297 -0.049867 1.890395
-2.133652 -0.294796 1.364592
3.570260 -0.646649 1.773731
-2.907698 0.319216 1.069316
3.633262 0.238282 0.813773
-2.915435 0.286024 1.209151
3.839506 0.582957 1.757678
-2.713357 0.607641 0.617969
3.963190 1.340411 2.295231
-2.046984 0.341303 0.271388
4.400952 0.807791 2.545891
-1.213442 -0.322538 1.099870
4.700792 0.214494 3.002166
-0.604135 0.303048 1.324416
4.635146 0.898967 2.940398
-0.723502 0.108605 1.332637
4.216526 1.160542 3.229123
-0.133704 0.832799 0.847348
4.553082 1.649742 3.210477
0.494111 0.528998 0.874494
4.802744 1.712407 2.429634
0.857032 0.137944 0.416698
4.625330 1.919056 1.577114
0.550995 0.575758 0.771385
3.785352 2.417027 0.966192
0.797116 1.125382 0.288077
3.147453 3.238891 0.041586
0.927622 0.545282 0.547554
2.895497 2.609913 0.802284
-0.005692 0.335252 0.578864
3.132074 2.766159 0.834904
0.229448 0.326394 -0.303152
3.082927 2.760167 0.126757
0.410717 0.917058 -1.012067
3.260904 2.021781 0.079995
0.479492 0.822342 -0.890604
3.666955 2.517406 0.042377
0.230266 0.086082 -1.218600
3.047037 1.552657 -0.499075
0.043267 -0.808525 -0.885054
3.023139 1.898651 -1.366944
-0.233002 -0.062167 -0.833225
3.726618 1.270255 -0.821719
-0.623579 -0.498388 -0.406984
3.563408 2.201249 -1.609908
0.280589 -0.140669 -0.230495
3.905775 2.368812 -1.376057
0.607386 0.332124 0.004673
4.891960 3.174195 -1.306833
0.052016 0.224887 -0.324543
5.763855 3.115546 -1.012144
0.893925 0.192434 0.232986
6.138581 3.133471 -1.753724
1.167708 -0.330881 0.888031
6.825397 2.454949 -1.675544
1.138400 -0.903505 0.796814
5.932083 2.525296 -1.354635
0.654706 -0.357014 1.666193
6.566779 1.853065 -1.544335
0.364934 -0.551431 2.104426
5.951533 1.413268 -1.209912
1.016751 -1.468100 1.648013
5.046790 1.400721 -2.084912
0.886211 -1.455412 0.898895
5.164182 0.404987 -1.386620
1.084849 -0.937355 1.878162
4.839828 0.994633 -1.202568
0.431965 0.038411 1.581321
5.832095 0.014245 -0.577277
-0.292682 0.895526 1.105776
6.550333 -0.554466 -0.904796
-0.911108 1.008467 1.311208
7.250609 -1.011957 0.045831
-1.725685 0.408788 0.496511
6.634325 -0.905449 0.117387
-1.081370 -0.588186 0.365203
7.235706 -1.485576 -0.070648
-1.380993 -0.352465 0.121681
8.216118 -1.706761 0.476152
-1.312902 0.063992 -0.494490
7.468062 -2.279585 1.013586
-0.662820 -0.019630 0.070983
8.266387 -2.838929 0.120622
-0.710284 0.261318 -0.031025
7.532663 -2.528458 0.210473
-0.588238 -0.511609 -0.604706
7.404148 -2.479500 1.042042
-0.396189 -0.745192 -0.440779
8.347053 -3.085223 0.651372
-0.398842 -1.344172 0.501985
9.261830 -2.424280 1.123244
0.362295 -0.913076 -0.069385
10.017880 -1.490727 1.345164
0.179640 -0.794232 -0.664206
10.901929 -1.273390 2.132801
-0.019892 -0.319853 0.229345
10.534563 -1.593529 1.552732
0.769791 -0.129755 1.215546
9.539835 -1.989262 2.473672
1.012480 0.758984 0.236564
9.302579 -1.552097 1.902497
1.266876 0.381169 0.311811
9.971857 -1.004275 1.155855
0.463142 0.021159 -0.383125
8.990759 -0.309000 0.645381
0.925843 0.638118 -1.143025
9.352151 -0.402039 0.934416
0.735813 0.803928 -0.389620
8.754470 0.370081 -0.053278
0.548888 1.164732 -0.342554
7.791868 -0.073010 0.916830
1.153584 0.284062 0.227696
7.992309 0.744725 0.601363
1.108454 -0.208163 -0.590998
8.409973 0.419496 0.476324
1.572430 -0.162729 -0.991567
9.331093 -0.314879 -0.164268
